ticket_id,customer_id,created_date,category,priority,status
TK-18851,C-2189,2024-02-03,Technical,High,Resolved
TK-18852,C-2189,2024-10-04,Technical,High,Closed
TK-18853,C-2189,2024-11-10,Technical,Medium,Closed
TK-18854,C-2190,2024-06-11,Billing,High,In Progress
TK-18855,C-2190,2024-10-16,Technical,Low,Closed
TK-18856,C-2190,2024-10-19,Technical,Medium,Open
TK-18857,C-2190,2024-11-20,Billing,Low,Resolved
TK-18858,C-2190,2024-11-22,Billing,High,Closed
TK-18859,C-2190,2024-11-27,Account,Medium,Open
TK-18860,C-2190,2024-11-29,Billing,High,Resolved
TK-18861,C-2190,2024-12-04,Technical,Low,Closed
TK-18862,C-2190,2024-12-12,Technical,High,Resolved
TK-18863,C-2190,2024-12-18,Account,High,Closed
TK-18864,C-2190,2024-12-20,Technical,High,Open
TK-18865,C-2190,2024-12-26,Feature Request,Low,Resolved
TK-18866,C-2190,2024-10-13,Technical,Low,Closed
TK-18867,C-2191,2024-03-27,Billing,Medium,Resolved
TK-18868,C-2191,2024-10-12,Account,Critical,Resolved
TK-18869,C-2191,2024-10-13,Billing,Low,Closed
TK-18870,C-2191,2024-10-13,Feature Request,Medium,Resolved
TK-18871,C-2191,2024-10-15,Technical,Medium,Closed
TK-18872,C-2191,2024-11-10,Technical,High,Closed
TK-18873,C-2191,2024-11-18,Billing,High,Resolved
TK-18874,C-2191,2024-12-05,Technical,Medium,Closed
TK-18875,C-2191,2024-12-21,Billing,Medium,Closed
TK-18876,C-2191,2024-12-21,Billing,Low,Closed
TK-18877,C-2191,2024-12-25,Technical,High,In Progress
TK-18878,C-2191,2024-12-27,Billing,High,Open
TK-18879,C-2192,2024-06-04,Onboarding,Low,Resolved
TK-18880,C-2192,2024-07-28,Technical,High,Resolved
TK-18881,C-2192,2024-10-15,Billing,High,Resolved
TK-18882,C-2192,2024-10-17,Technical,Low,Closed
TK-18883,C-2192,2024-10-19,Account,Low,Resolved
TK-18884,C-2192,2024-11-12,Account,Medium,Closed
TK-18885,C-2192,2024-11-14,Billing,Medium,Resolved
TK-18886,C-2192,2024-11-29,Account,Medium,Open
TK-18887,C-2192,2024-12-06,Feature Request,High,Closed
TK-18888,C-2192,2024-12-09,Technical,Low,Closed
TK-18889,C-2192,2024-12-20,Technical,Low,Resolved
TK-18890,C-2192,2024-12-26,Technical,Low,In Progress
TK-18891,C-2192,2024-12-27,Account,Critical,Closed
TK-18892,C-2192,2024-11-20,Technical,Medium,Resolved
TK-18893,C-2193,2024-04-03,Account,Low,Closed
TK-18894,C-2193,2024-10-07,Technical,High,Resolved
TK-18895,C-2193,2024-10-09,Technical,High,Closed
TK-18896,C-2193,2024-10-17,Account,High,Closed
TK-18897,C-2193,2024-10-18,Billing,Critical,Open
TK-18898,C-2193,2024-10-25,Technical,High,Resolved
TK-18899,C-2193,2024-11-07,Billing,Low,Closed
TK-18900,C-2193,2024-11-13,Onboarding,Medium,Closed
TK-18901,C-2193,2024-11-20,Feature Request,Medium,Resolved
TK-18902,C-2193,2024-11-23,Onboarding,Medium,In Progress
TK-18903,C-2193,2024-11-26,Account,Medium,Open
TK-18904,C-2193,2024-11-28,Billing,Medium,Closed
TK-18905,C-2193,2024-12-16,Technical,Low,Resolved
TK-18906,C-2193,2024-12-20,Technical,Medium,Closed
TK-18907,C-2193,2024-12-28,Technical,High,Resolved
TK-18908,C-2193,2024-11-30,Technical,Medium,In Progress
TK-18909,C-2194,2024-01-10,Technical,High,Closed
TK-18910,C-2194,2024-01-22,Account,High,In Progress
TK-18911,C-2194,2024-10-12,Onboarding,Low,Closed
TK-18912,C-2194,2024-10-19,Feature Request,High,Resolved
TK-18913,C-2194,2024-10-19,Feature Request,High,Closed
TK-18914,C-2194,2024-10-20,Technical,High,In Progress
TK-18915,C-2194,2024-10-21,Technical,Medium,Resolved
TK-18916,C-2194,2024-11-25,Billing,Medium,Resolved
TK-18917,C-2194,2024-11-29,Feature Request,Critical,Closed
TK-18918,C-2194,2024-12-03,Technical,Low,Resolved
TK-18919,C-2194,2024-12-11,Technical,Low,In Progress
TK-18920,C-2194,2024-12-15,Technical,High,Closed
TK-18921,C-2194,2024-12-21,Technical,High,Resolved
TK-18922,C-2194,2024-12-23,Technical,Medium,Resolved
TK-18923,C-2194,2024-12-30,Billing,Low,Resolved
TK-18924,C-2194,2024-12-30,Technical,Low,Closed
TK-18925,C-2195,2024-02-05,Account,Medium,Closed
TK-18926,C-2195,2024-10-06,Account,Medium,Closed
TK-18927,C-2195,2024-10-11,Billing,High,Open
TK-18928,C-2195,2024-10-24,Technical,Low,Closed
TK-18929,C-2195,2024-10-29,Technical,High,Closed
TK-18930,C-2195,2024-11-07,Billing,Medium,Resolved
TK-18931,C-2195,2024-11-22,Billing,Medium,Open
TK-18932,C-2195,2024-11-24,Technical,High,Resolved
TK-18933,C-2195,2024-12-10,Billing,High,Resolved
TK-18934,C-2195,2024-12-24,Account,Low,Closed
TK-18935,C-2196,2024-10-24,Technical,High,Closed
TK-18936,C-2196,2024-10-25,Onboarding,High,In Progress
TK-18937,C-2196,2024-11-05,Technical,High,Resolved
TK-18938,C-2196,2024-11-15,Billing,Critical,Resolved
TK-18939,C-2196,2024-11-15,Technical,Critical,Resolved
TK-18940,C-2196,2024-11-26,Account,Low,Closed
TK-18941,C-2196,2024-11-27,Onboarding,Medium,Closed
TK-18942,C-2196,2024-11-28,Technical,Medium,Closed
TK-18943,C-2196,2024-12-02,Feature Request,Medium,Closed
TK-18944,C-2196,2024-12-06,Technical,High,In Progress
TK-18945,C-2196,2024-12-10,Technical,Medium,Closed
TK-18946,C-2197,2024-01-10,Technical,Medium,Resolved
TK-18947,C-2197,2024-02-07,Billing,Medium,Open
TK-18948,C-2197,2024-10-04,Billing,High,Closed
TK-18949,C-2198,2024-10-08,Technical,Critical,Resolved
TK-18950,C-2198,2024-10-11,Account,High,Open
TK-18951,C-2198,2024-10-12,Billing,High,In Progress
TK-18952,C-2198,2024-10-31,Technical,Critical,Resolved
TK-18953,C-2198,2024-11-01,Technical,Critical,Closed
TK-18954,C-2198,2024-11-10,Feature Request,Medium,Open
TK-18955,C-2198,2024-11-24,Technical,High,Closed
TK-18956,C-2198,2024-12-10,Billing,High,Closed
TK-18957,C-2198,2024-12-18,Onboarding,Medium,In Progress
TK-18958,C-2199,2024-07-02,Onboarding,Medium,Closed
TK-18959,C-2199,2024-08-23,Billing,Critical,Resolved
TK-18960,C-2199,2024-10-03,Technical,Medium,Closed
TK-18961,C-2199,2024-10-10,Technical,Medium,In Progress
TK-18962,C-2199,2024-10-13,Feature Request,Medium,Closed
TK-18963,C-2199,2024-10-14,Technical,Medium,Resolved
TK-18964,C-2199,2024-10-15,Feature Request,High,Closed
TK-18965,C-2199,2024-10-18,Technical,Medium,In Progress
TK-18966,C-2199,2024-11-01,Technical,Low,Resolved
TK-18967,C-2199,2024-11-04,Technical,High,Resolved
TK-18968,C-2199,2024-11-26,Account,Low,Closed
TK-18969,C-2199,2024-11-30,Technical,Medium,Resolved
TK-18970,C-2199,2024-12-06,Billing,Low,Closed
TK-18971,C-2200,2024-10-29,Feature Request,Medium,Resolved
TK-18972,C-2200,2024-11-11,Billing,Low,Resolved
TK-18973,C-2200,2024-11-15,Billing,Low,Resolved
TK-18974,C-2200,2024-12-23,Technical,Medium,In Progress
TK-18975,C-2201,2024-07-10,Feature Request,Critical,Resolved
TK-18976,C-2202,2024-01-11,Account,Low,Resolved
TK-18977,C-2202,2024-10-08,Billing,Low,Open
TK-18978,C-2202,2024-10-22,Billing,Medium,Closed
TK-18979,C-2202,2024-10-23,Technical,Low,Closed
TK-18980,C-2202,2024-10-23,Account,Low,Resolved
TK-18981,C-2202,2024-10-31,Account,High,Open
TK-18982,C-2202,2024-11-10,Billing,High,In Progress
TK-18983,C-2202,2024-11-16,Technical,High,Resolved
TK-18984,C-2202,2024-11-22,Billing,Medium,Resolved
TK-18985,C-2202,2024-12-05,Billing,Low,Resolved
TK-18986,C-2202,2024-12-13,Technical,High,Resolved
TK-18987,C-2202,2024-12-14,Technical,Medium,Open
TK-18988,C-2203,2024-10-04,Billing,High,Resolved
TK-18989,C-2203,2024-10-08,Billing,Medium,In Progress
TK-18990,C-2203,2024-10-26,Billing,Medium,In Progress
TK-18991,C-2203,2024-11-15,Feature Request,Medium,Closed
TK-18992,C-2203,2024-11-22,Onboarding,Medium,Closed
TK-18993,C-2203,2024-11-23,Account,Critical,In Progress
TK-18994,C-2203,2024-12-17,Technical,Low,Resolved
TK-18995,C-2203,2024-12-25,Technical,Medium,Resolved
TK-18996,C-2203,2024-12-29,Billing,Medium,Resolved
TK-18997,C-2204,2024-07-29,Technical,High,Closed
TK-18998,C-2205,2024-10-05,Billing,Critical,Closed
TK-18999,C-2205,2024-10-11,Technical,High,Resolved
TK-19000,C-2205,2024-10-19,Account,Low,Open
TK-19001,C-2205,2024-10-28,Feature Request,High,Closed
TK-19002,C-2205,2024-10-30,Technical,Medium,Closed
TK-19003,C-2205,2024-11-10,Technical,Medium,Closed
TK-19004,C-2205,2024-11-13,Technical,Critical,Open
TK-19005,C-2205,2024-11-13,Onboarding,Critical,Closed
TK-19006,C-2205,2024-11-15,Billing,High,Closed
TK-19007,C-2205,2024-11-24,Billing,High,Closed
TK-19008,C-2205,2024-12-04,Technical,Low,Closed
TK-19009,C-2205,2024-12-11,Technical,Medium,In Progress
TK-19010,C-2205,2024-12-22,Billing,Low,Resolved
TK-19011,C-2205,2024-12-24,Billing,Medium,Closed
TK-19012,C-2205,2024-12-26,Feature Request,Low,In Progress
TK-19013,C-2206,2024-04-07,Onboarding,Medium,Resolved
TK-19014,C-2206,2024-10-04,Feature Request,Low,Resolved
TK-19015,C-2206,2024-10-08,Feature Request,Medium,Resolved
TK-19016,C-2206,2024-10-15,Account,Critical,Closed
TK-19017,C-2206,2024-10-22,Account,Medium,Closed
TK-19018,C-2206,2024-10-25,Feature Request,Medium,Resolved
TK-19019,C-2206,2024-10-27,Technical,Critical,Closed
TK-19020,C-2206,2024-11-16,Technical,Low,Resolved
TK-19021,C-2206,2024-11-17,Account,Medium,Closed
TK-19022,C-2206,2024-12-15,Onboarding,High,Resolved
TK-19023,C-2207,2024-07-09,Technical,Low,Closed
TK-19024,C-2207,2024-07-16,Technical,Low,In Progress
TK-19025,C-2207,2024-10-09,Billing,Low,Closed
TK-19026,C-2207,2024-10-29,Feature Request,Medium,Resolved
TK-19027,C-2207,2024-11-09,Feature Request,Low,Resolved
TK-19028,C-2207,2024-11-13,Technical,Critical,Resolved
TK-19029,C-2207,2024-11-23,Feature Request,High,In Progress
TK-19030,C-2207,2024-12-09,Billing,Medium,Closed
TK-19031,C-2207,2024-12-12,Technical,Medium,Resolved
TK-19032,C-2207,2024-12-28,Technical,Medium,Resolved
TK-19033,C-2208,2024-05-09,Technical,High,Closed
TK-19034,C-2208,2024-05-30,Billing,Critical,In Progress
TK-19035,C-2208,2024-10-18,Account,Medium,Closed
TK-19036,C-2208,2024-10-27,Account,High,Resolved
TK-19037,C-2208,2024-11-15,Technical,High,In Progress
TK-19038,C-2208,2024-11-18,Technical,Critical,Resolved
TK-19039,C-2208,2024-11-30,Technical,Medium,Closed
TK-19040,C-2208,2024-12-04,Billing,Low,Closed
TK-19041,C-2209,2024-02-14,Technical,Low,Open
TK-19042,C-2209,2024-08-22,Onboarding,Critical,Open
TK-19043,C-2209,2024-10-20,Feature Request,Low,Closed
TK-19044,C-2209,2024-11-04,Billing,Critical,Closed
TK-19045,C-2209,2024-11-20,Feature Request,Medium,Closed
TK-19046,C-2209,2024-11-21,Technical,Medium,Resolved
TK-19047,C-2209,2024-12-06,Technical,Medium,Open
TK-19048,C-2209,2024-12-29,Feature Request,High,Closed
TK-19049,C-2210,2024-03-07,Technical,Medium,Closed
TK-19050,C-2210,2024-07-09,Feature Request,Low,Resolved
TK-19051,C-2210,2024-10-14,Billing,Medium,Closed
TK-19052,C-2210,2024-10-15,Technical,Low,In Progress
TK-19053,C-2210,2024-10-19,Onboarding,Low,Open
TK-19054,C-2210,2024-11-10,Technical,Low,Resolved
TK-19055,C-2210,2024-11-21,Technical,Low,Closed
TK-19056,C-2210,2024-11-24,Billing,Critical,Resolved
TK-19057,C-2210,2024-11-27,Technical,High,Resolved
TK-19058,C-2210,2024-11-28,Feature Request,Critical,Closed
TK-19059,C-2210,2024-12-11,Feature Request,High,In Progress
TK-19060,C-2210,2024-12-15,Billing,Low,Closed
TK-19061,C-2210,2024-12-20,Billing,High,Closed
TK-19062,C-2210,2024-12-30,Technical,High,Closed
TK-19063,C-2211,2024-06-21,Account,Low,Closed
TK-19064,C-2211,2024-10-13,Billing,High,In Progress
TK-19065,C-2211,2024-10-14,Billing,High,Closed
TK-19066,C-2211,2024-10-27,Technical,Low,Open
TK-19067,C-2211,2024-10-30,Billing,Low,Resolved
TK-19068,C-2211,2024-11-03,Account,Critical,In Progress
TK-19069,C-2211,2024-11-06,Feature Request,High,Resolved
TK-19070,C-2211,2024-11-13,Billing,Medium,In Progress
TK-19071,C-2211,2024-12-08,Billing,Medium,Resolved
TK-19072,C-2212,2024-10-12,Technical,Medium,Resolved
TK-19073,C-2212,2024-10-12,Feature Request,Low,In Progress
TK-19074,C-2212,2024-10-15,Technical,Medium,Closed
TK-19075,C-2212,2024-10-18,Technical,High,Closed
TK-19076,C-2212,2024-10-19,Billing,Medium,Closed
TK-19077,C-2212,2024-10-22,Account,Medium,Closed
TK-19078,C-2212,2024-10-29,Feature Request,High,Closed
TK-19079,C-2212,2024-11-01,Billing,Medium,Resolved
TK-19080,C-2212,2024-11-07,Feature Request,Medium,Closed
TK-19081,C-2212,2024-11-09,Account,High,Resolved
TK-19082,C-2212,2024-11-13,Billing,High,Resolved
TK-19083,C-2212,2024-11-20,Billing,Medium,Resolved
TK-19084,C-2212,2024-12-14,Feature Request,Critical,In Progress
TK-19085,C-2212,2024-12-28,Feature Request,Medium,Closed
TK-19086,C-2212,2024-02-22,Onboarding,Low,Resolved
TK-19087,C-2213,2024-07-17,Technical,Low,Closed
TK-19088,C-2213,2024-09-29,Billing,High,Closed
TK-19089,C-2213,2024-10-10,Technical,Medium,Resolved
TK-19090,C-2213,2024-10-13,Billing,High,Resolved
TK-19091,C-2213,2024-10-17,Onboarding,Critical,Closed
TK-19092,C-2213,2024-10-27,Billing,Low,Closed
TK-19093,C-2213,2024-10-29,Account,Medium,In Progress
TK-19094,C-2213,2024-10-30,Account,Low,Closed
TK-19095,C-2213,2024-11-16,Billing,Low,Open
TK-19096,C-2213,2024-11-27,Technical,Medium,In Progress
TK-19097,C-2213,2024-12-08,Technical,High,Resolved
TK-19098,C-2213,2024-12-24,Billing,Medium,Closed
TK-19099,C-2213,2024-12-25,Onboarding,Low,Resolved
TK-19100,C-2213,2024-11-27,Technical,Medium,Closed
TK-19101,C-2213,2024-12-29,Account,High,Closed
TK-19102,C-2214,2024-04-16,Feature Request,Medium,Resolved
TK-19103,C-2214,2024-11-12,Technical,High,Resolved
TK-19104,C-2214,2024-11-16,Feature Request,Medium,In Progress
TK-19105,C-2214,2024-11-24,Technical,High,Closed
TK-19106,C-2215,2024-08-11,Technical,Medium,Closed
TK-19107,C-2215,2024-10-27,Billing,Medium,Closed
TK-19108,C-2215,2024-11-14,Billing,Medium,Closed
TK-19109,C-2215,2024-11-25,Technical,High,In Progress
TK-19110,C-2215,2024-12-01,Billing,Medium,Open
TK-19111,C-2215,2024-12-14,Technical,Medium,Resolved
TK-19112,C-2216,2024-10-11,Technical,Medium,Resolved
TK-19113,C-2216,2024-12-02,Technical,High,Resolved
TK-19114,C-2217,2024-02-23,Billing,Low,Resolved
TK-19115,C-2217,2024-10-07,Account,Medium,Resolved
TK-19116,C-2217,2024-10-08,Account,Critical,Closed
TK-19117,C-2217,2024-11-06,Technical,Medium,Resolved
TK-19118,C-2217,2024-11-12,Onboarding,High,Resolved
TK-19119,C-2217,2024-11-16,Onboarding,Low,Closed
TK-19120,C-2217,2024-11-24,Technical,Low,Closed
TK-19121,C-2217,2024-12-05,Billing,Medium,In Progress
TK-19122,C-2217,2024-12-12,Technical,Medium,Closed
TK-19123,C-2217,2024-12-19,Billing,Medium,Resolved
TK-19124,C-2217,2024-12-22,Billing,Low,Resolved
TK-19125,C-2217,2024-12-26,Technical,Medium,Resolved
TK-19126,C-2217,2024-12-27,Technical,Low,Resolved
TK-19127,C-2218,2024-03-29,Billing,High,Closed
TK-19128,C-2218,2024-07-30,Technical,Low,Resolved
TK-19129,C-2218,2024-10-13,Billing,Medium,Resolved
TK-19130,C-2218,2024-11-18,Billing,Medium,Resolved
TK-19131,C-2218,2024-11-19,Feature Request,Low,Closed
TK-19132,C-2218,2024-12-01,Technical,High,Closed
TK-19133,C-2219,2024-03-18,Billing,Low,Closed
TK-19134,C-2219,2024-11-02,Billing,High,Closed
TK-19135,C-2220,2024-01-16,Technical,Low,Resolved
TK-19136,C-2220,2024-02-13,Technical,Low,Resolved
TK-19137,C-2220,2024-10-06,Billing,Medium,Resolved
TK-19138,C-2220,2024-11-04,Feature Request,Low,In Progress
TK-19139,C-2220,2024-11-08,Feature Request,Critical,Resolved
TK-19140,C-2220,2024-11-27,Account,High,Resolved
TK-19141,C-2221,2024-05-11,Billing,Medium,Closed
TK-19142,C-2221,2024-05-13,Technical,Critical,Closed
TK-19143,C-2221,2024-10-27,Billing,Low,Closed
TK-19144,C-2221,2024-10-28,Technical,High,Closed
TK-19145,C-2221,2024-10-30,Billing,Low,Resolved
TK-19146,C-2221,2024-12-01,Billing,Low,Closed
TK-19147,C-2221,2024-12-08,Technical,Critical,In Progress
TK-19148,C-2221,2024-12-09,Billing,Critical,In Progress
TK-19149,C-2221,2024-12-13,Billing,Medium,Closed
TK-19150,C-2221,2024-12-15,Account,Low,In Progress
TK-19151,C-2221,2024-12-16,Onboarding,Medium,Closed
TK-19152,C-2221,2024-12-25,Feature Request,High,Resolved
TK-19153,C-2221,2024-11-24,Account,Low,Closed
TK-19154,C-2221,2024-11-26,Account,Medium,Open
TK-19155,C-2222,2024-03-12,Account,Critical,Closed
TK-19156,C-2222,2024-06-17,Feature Request,Medium,In Progress
TK-19157,C-2222,2024-09-26,Feature Request,Low,Closed
TK-19158,C-2222,2024-10-07,Technical,High,Closed
TK-19159,C-2222,2024-12-19,Technical,High,Closed
TK-19160,C-2223,2024-05-27,Billing,High,Resolved
TK-19161,C-2223,2024-10-14,Account,Medium,Resolved
TK-19162,C-2223,2024-10-17,Technical,Medium,Resolved
TK-19163,C-2223,2024-10-26,Account,Medium,In Progress
TK-19164,C-2223,2024-10-29,Technical,High,In Progress
TK-19165,C-2223,2024-10-31,Technical,Medium,Closed
TK-19166,C-2223,2024-11-06,Billing,Medium,Closed
TK-19167,C-2223,2024-11-13,Billing,Low,Closed
TK-19168,C-2223,2024-11-15,Onboarding,Low,Open
TK-19169,C-2223,2024-12-12,Technical,Critical,Closed
TK-19170,C-2223,2024-12-18,Feature Request,Medium,Resolved
TK-19171,C-2223,2024-05-26,Onboarding,Low,In Progress
TK-19172,C-2224,2024-10-14,Account,Medium,Closed
TK-19173,C-2224,2024-11-10,Billing,High,Closed
TK-19174,C-2224,2024-11-26,Technical,Low,Closed
TK-19175,C-2224,2024-12-13,Technical,High,In Progress
TK-19176,C-2224,2024-12-22,Account,Medium,Closed
TK-19177,C-2225,2024-10-03,Onboarding,Low,Closed
TK-19178,C-2225,2024-10-08,Technical,High,Closed
TK-19179,C-2225,2024-10-15,Feature Request,High,Closed
TK-19180,C-2225,2024-10-17,Account,Medium,Resolved
TK-19181,C-2225,2024-10-17,Technical,Critical,Closed
TK-19182,C-2225,2024-10-19,Billing,Low,Closed
TK-19183,C-2225,2024-10-21,Technical,Medium,Resolved
TK-19184,C-2225,2024-11-02,Feature Request,High,Resolved
TK-19185,C-2225,2024-11-06,Technical,High,Closed
TK-19186,C-2225,2024-11-11,Account,Medium,Closed
TK-19187,C-2225,2024-12-12,Billing,High,Resolved
TK-19188,C-2225,2024-12-15,Account,Critical,Closed
TK-19189,C-2226,2024-06-19,Onboarding,Medium,Resolved
TK-19190,C-2226,2024-08-18,Billing,Low,Closed
TK-19191,C-2226,2024-10-16,Account,Low,Closed
TK-19192,C-2226,2024-10-18,Billing,Medium,In Progress
TK-19193,C-2226,2024-10-22,Account,High,Closed
TK-19194,C-2226,2024-10-27,Billing,Critical,Closed
TK-19195,C-2226,2024-10-30,Billing,Critical,Resolved
TK-19196,C-2226,2024-11-01,Feature Request,High,Resolved
TK-19197,C-2226,2024-11-04,Onboarding,High,Open
TK-19198,C-2226,2024-11-07,Technical,Medium,In Progress
TK-19199,C-2226,2024-11-19,Billing,Low,Closed
TK-19200,C-2226,2024-11-24,Account,Medium,Closed
TK-19201,C-2226,2024-11-29,Feature Request,Critical,Closed
TK-19202,C-2226,2024-12-01,Billing,Critical,Closed
TK-19203,C-2226,2024-12-13,Billing,Medium,In Progress
TK-19204,C-2226,2024-12-16,Feature Request,Medium,Closed
TK-19205,C-2226,2024-12-17,Technical,Medium,Open
TK-19206,C-2227,2024-01-14,Feature Request,Medium,Resolved
TK-19207,C-2227,2024-10-05,Billing,Medium,In Progress
TK-19208,C-2227,2024-10-14,Technical,Low,Resolved
TK-19209,C-2227,2024-10-24,Technical,Critical,Closed
TK-19210,C-2227,2024-11-03,Technical,Critical,Resolved
TK-19211,C-2227,2024-11-10,Feature Request,Low,Resolved
TK-19212,C-2227,2024-11-11,Account,Medium,Closed
TK-19213,C-2227,2024-11-11,Feature Request,Low,In Progress
TK-19214,C-2227,2024-11-11,Billing,High,In Progress
TK-19215,C-2227,2024-11-17,Technical,Low,In Progress
TK-19216,C-2227,2024-11-17,Feature Request,Medium,Closed
TK-19217,C-2227,2024-11-21,Technical,Low,Open
TK-19218,C-2227,2024-12-13,Billing,Low,Open
TK-19219,C-2228,2024-08-17,Billing,Critical,Closed
TK-19220,C-2228,2024-10-08,Onboarding,High,In Progress
TK-19221,C-2228,2024-10-13,Account,Medium,Closed
TK-19222,C-2228,2024-10-19,Billing,Medium,In Progress
TK-19223,C-2228,2024-11-08,Technical,Medium,In Progress
TK-19224,C-2228,2024-11-08,Technical,Medium,Resolved
TK-19225,C-2228,2024-11-18,Technical,Low,Closed
TK-19226,C-2228,2024-11-19,Billing,Critical,In Progress
TK-19227,C-2228,2024-11-29,Technical,Low,Closed
TK-19228,C-2228,2024-12-15,Account,High,In Progress
TK-19229,C-2228,2024-12-24,Account,Medium,In Progress
TK-19230,C-2228,2024-12-29,Account,Low,Closed
TK-19231,C-2228,2024-12-15,Technical,Medium,Open
TK-19232,C-2229,2024-10-06,Technical,Medium,Resolved
TK-19233,C-2229,2024-11-05,Onboarding,Medium,Closed
TK-19234,C-2229,2024-11-09,Billing,Medium,Resolved
TK-19235,C-2229,2024-12-14,Billing,Critical,Closed
TK-19236,C-2230,2024-03-09,Feature Request,High,In Progress
TK-19237,C-2230,2024-03-16,Technical,High,Resolved
TK-19238,C-2230,2024-10-23,Billing,Low,Resolved
TK-19239,C-2230,2024-10-29,Technical,High,Resolved
TK-19240,C-2230,2024-11-14,Billing,High,Resolved
TK-19241,C-2230,2024-11-15,Billing,Low,Closed
TK-19242,C-2230,2024-11-30,Account,High,In Progress
TK-19243,C-2230,2024-12-01,Billing,Medium,Closed
TK-19244,C-2231,2024-06-13,Technical,Medium,Resolved
TK-19245,C-2231,2024-07-09,Billing,Low,Resolved
TK-19246,C-2231,2024-08-12,Billing,Low,Resolved
TK-19247,C-2231,2024-11-04,Technical,Medium,Resolved
TK-19248,C-2231,2024-11-08,Billing,Medium,Resolved
TK-19249,C-2231,2024-11-17,Technical,High,Closed
TK-19250,C-2231,2024-11-25,Feature Request,Low,Resolved
TK-19251,C-2231,2024-11-28,Technical,High,Closed
TK-19252,C-2231,2024-11-30,Technical,High,Resolved
TK-19253,C-2231,2024-12-06,Technical,Medium,Resolved
TK-19254,C-2231,2024-12-20,Technical,High,Open
TK-19255,C-2232,2024-06-02,Technical,Medium,Closed
TK-19256,C-2232,2024-10-12,Technical,High,Resolved
TK-19257,C-2233,2024-01-26,Billing,High,Closed
TK-19258,C-2233,2024-10-04,Billing,Low,Resolved
TK-19259,C-2233,2024-10-10,Feature Request,Medium,In Progress
TK-19260,C-2233,2024-10-18,Feature Request,Critical,Closed
TK-19261,C-2233,2024-10-20,Technical,Low,Closed
TK-19262,C-2233,2024-11-24,Technical,Low,Resolved
TK-19263,C-2233,2024-12-04,Billing,Medium,Resolved
TK-19264,C-2233,2024-12-15,Account,Critical,Closed
TK-19265,C-2233,2024-12-22,Feature Request,High,In Progress
TK-19266,C-2233,2024-12-29,Technical,Low,Resolved
TK-19267,C-2233,2024-10-17,Feature Request,Critical,In Progress
TK-19268,C-2234,2024-10-16,Technical,Medium,Closed
TK-19269,C-2234,2024-10-20,Billing,Critical,Closed
TK-19270,C-2234,2024-11-13,Billing,Medium,In Progress
TK-19271,C-2234,2024-11-14,Technical,Medium,Closed
TK-19272,C-2234,2024-12-10,Feature Request,Medium,Resolved
TK-19273,C-2234,2024-12-16,Onboarding,Medium,Closed
TK-19274,C-2234,2024-12-25,Onboarding,Critical,In Progress
TK-19275,C-2234,2024-10-13,Technical,Low,Resolved
TK-19276,C-2234,2024-10-29,Technical,Critical,Resolved
TK-19277,C-2235,2024-02-15,Onboarding,High,Closed
TK-19278,C-2235,2024-11-09,Technical,Medium,Closed
TK-19279,C-2235,2024-12-05,Feature Request,Medium,Closed
TK-19280,C-2235,2024-12-25,Billing,Low,Resolved
TK-19281,C-2236,2024-10-13,Technical,Medium,Closed
TK-19282,C-2236,2024-10-15,Billing,Medium,Open
TK-19283,C-2236,2024-11-11,Billing,Low,Closed
TK-19284,C-2236,2024-11-11,Billing,Medium,Closed
TK-19285,C-2236,2024-11-18,Technical,Low,In Progress
TK-19286,C-2236,2024-11-25,Billing,High,In Progress
TK-19287,C-2236,2024-12-02,Feature Request,Medium,In Progress
TK-19288,C-2236,2024-12-02,Onboarding,High,Resolved
TK-19289,C-2236,2024-12-08,Technical,High,Closed
TK-19290,C-2236,2024-12-09,Account,High,Closed
TK-19291,C-2236,2024-12-23,Technical,Medium,Open
TK-19292,C-2236,2024-12-29,Technical,Low,Resolved
TK-19293,C-2236,2024-12-30,Technical,Medium,Closed
TK-19294,C-2236,2024-12-30,Technical,Medium,In Progress
TK-19295,C-2238,2024-11-20,Account,Medium,Open
TK-19296,C-2238,2024-12-13,Feature Request,Medium,Closed
TK-19297,C-2238,2024-12-17,Billing,Medium,Closed
TK-19298,C-2239,2024-05-04,Billing,Medium,Resolved
TK-19299,C-2239,2024-08-16,Technical,Medium,Resolved
TK-19300,C-2239,2024-10-11,Billing,Low,Resolved
TK-19301,C-2239,2024-10-22,Technical,Critical,In Progress
TK-19302,C-2239,2024-11-22,Billing,Critical,Resolved
TK-19303,C-2240,2024-01-07,Billing,Low,Resolved
TK-19304,C-2240,2024-04-11,Onboarding,Low,Resolved
TK-19305,C-2240,2024-09-02,Technical,Critical,Closed
TK-19306,C-2240,2024-10-06,Billing,Medium,Open
TK-19307,C-2240,2024-10-23,Feature Request,Low,Closed
TK-19308,C-2240,2024-11-04,Feature Request,Medium,Closed
TK-19309,C-2240,2024-11-05,Technical,Low,Resolved
TK-19310,C-2240,2024-11-06,Billing,High,Resolved
TK-19311,C-2240,2024-11-16,Billing,Medium,In Progress
TK-19312,C-2240,2024-12-10,Onboarding,Critical,Closed
TK-19313,C-2241,2024-08-06,Account,Low,Closed
TK-19314,C-2241,2024-09-03,Billing,Medium,Closed
TK-19315,C-2241,2024-10-15,Onboarding,High,Open
TK-19316,C-2241,2024-10-29,Onboarding,High,In Progress
